Product,Price,Amount,Serving Size,Calories,Ingredients,Allergens
6pk,$12.49,12 fl oz bottles,Unknown,Unknown,Unknown,Unknown
Russian Imperial Stout,$3.99,12 fl oz,Unknown,Unknown,Unknown,Unknown
Smile My Guy Ipa 4pk Cans,$13.99,Unknown,Unknown,Unknown,Unknown,Unknown
Stone Delicious IPA 19.2oz Can,$2.99,Unknown,Unknown,Unknown,Unknown,Unknown
Double IPA Double Dog Beer 19.2 fl oz,$3.99,Unknown,Unknown,Unknown,Unknown,Unknown
Crisp Apple Cider,$3.99,24 fl oz,12 oz (355 ml),190," Hard Cider, Water, Cane Sugar, Apple Juice from Concentrate, Malic Acid, Natural Flavor, Carbon Dioxide and Sulfites To Preserve Freshness",Unknown
Non-alcoholic Blonde Ale 6pk Cans,$11.99,12 fl oz,1 can (355 ml),15," Water, Barley, Hops, Yeast",Unknown
Trippel Belgian Style Ale,$2.99,12oz Bottle,Unknown,Unknown,Unknown,Unknown
Imperial IPA The Truth Beer 19.2 fl oz,$3.99,Unknown,Unknown,Unknown,Unknown,Unknown
Lager Can 16fz 4pk,$16.49,Unknown,Unknown,Unknown,Unknown,Unknown
Coffee Stout 16.9fz Sgl,$7.99,Unknown,Unknown,Unknown,Unknown,Unknown
Blonde,$1.99,11.2 fl oz,Unknown,Unknown,Unknown,Unknown
Mango Makgeolli 4pk Cans,$11.99,12 fl oz,1 can (355 ml),180," Water, Rice, Cane Sugar, Mango Concentrate, Rice Nuruk, Nuruk (Live Cultures), Carbon Dioxide, Yeast",Unknown
Light Lager 6pk Cans,$7.49,Unknown,Unknown,Unknown,Unknown,Unknown
Irish Dry Stout 6pk,$16.99,12 oz,Unknown,Unknown,Unknown,Unknown
Founders Porter,$2.99,Single 12 oz bottle,Unknown,Unknown,Unknown,Unknown
Nut Brown Cans 4pk,$16.99,14.9 fl oz,Unknown,Unknown,Unknown,Unknown
Lager Ny Can 16fz 4pk,$17.99,Unknown,Unknown,Unknown,Unknown,Unknown
Boston Lager,$1.79,12 fl oz,Unknown,Unknown,Unknown,Unknown
Big Dog Lager,$2.29,Unknown,Unknown,Unknown,Unknown,Unknown
IPA Set,$21.49,Unknown,Unknown,Unknown,Unknown,Unknown
Hefeweiss Single,$2.99,112 fl oz,Unknown,Unknown,Unknown,Unknown
Ultra Pure Gold,$1.99,12 fl oz,12 fl oz,85,Unknown,Unknown
Scrimshaw Pilsner Single,$2.99,12 fl oz,Unknown,Unknown,"Water, Malted Barley, Hops, Yeast & That's All.",Unknown
Brooklyn East IPA 12oz Bottle,$2.99,Unknown,Unknown,Unknown,Unknown,Unknown
Mind Haze Variety IPA Beer Pack,$22.99,Unknown,Unknown,Unknown,Unknown,Unknown
Tannen Zapfle Pilsner,$3.99,12.2 fl oz,Unknown,Unknown,Unknown,Unknown
Jamaican Lager Single,$1.99,11.2 fl oz,11.2 fl oz,139,Unknown,Unknown
Mad Elf Holiday Ale Single,$3.99,12 fl oz,Unknown,Unknown,Unknown,Unknown
Kill Van Kolsch 6pk Can,$12.99,12 fl oz,Unknown,Unknown,Unknown,Unknown
Cuvee Rene,$16.99,25.4 fl oz,Unknown,Unknown,Unknown,Unknown
Bock Single,$1.99,12 fl oz,Unknown,Unknown,Unknown,Unknown
Hefe Weisse Single 12 oz. Bottle,$1.99,Unknown,Unknown,Unknown,Unknown,Unknown
Black Chocolate Stout 12oz Bottle,$2.99,Unknown,Unknown,Unknown,Unknown,Unknown
Festbier Single,$2.99,67.2 fl oz,Unknown,Unknown,Unknown,Unknown
Pale Ale 12fz Sgl,$1.99,Unknown,Unknown,Unknown,Unknown,Unknown
Original Lager Single,$1.99,11.2 fl oz,Unknown,Unknown,Unknown,Unknown
Lager Single Bottle,$1.99,12 fl oz,Unknown,Unknown,Unknown,Unknown
Bud 25oz Can - 1,$2.49,Unknown,Unknown,Unknown,Unknown,Unknown
Voodoo Ranger Juice Force Imperial IPA Can,$2.99,Unknown,Unknown,Unknown,Unknown,Unknown
Cigar City Jai Alai IPA 19.2 oz can,$2.99,Unknown,Unknown,Unknown,Unknown,Unknown
Bud Light Single Can,$2.49,12 fl oz,Unknown,Unknown,Unknown,Unknown
Black Cherry Hard Seltzer,$11.99,12 fl oz,1 can (355 ml),100," Purified Carbonated Water, Alcohol, Natural Flavors, Cane Sugar, Citric Acid, Natural Cherry Juice Concentrate, Sodium Citrate.",Unknown
Atomic Torpedo DIPA 19.2fz Can,$3.29,Unknown,Unknown,Unknown,Unknown,Unknown
Draught in Can 4PK 14.9oz,$9.99,1 servings per container,14.9 fl oz,125,Unknown,Unknown
Original Lager Beer,$10.49,6 servings per container,12 fl oz,142,Unknown,Unknown
Lager 25fz Can,$3.29,Unknown,9 fl oz per,150,Unknown,Unknown
Corona Extra,$10.49,12 fl oz,Unknown,Unknown,Unknown,Unknown
Clara 12pk Can - 1,$19.99,Unknown,Unknown,Unknown,Unknown,Unknown
Big Little Thing Imperial IPA 6 Pack (12oz Cans),$10.99,Unknown,Unknown,Unknown,Unknown,Unknown
Original Lager Beer,$19.99,Unknown,Unknown,Unknown,Unknown,Unknown
Hop Splash Hop Infused Sparkling Water,$8.99,12 fl oz,12 fl oz (355 ml),0," Water, Hops, Carbon Dioxide",Unknown
Modelo Especial 24oz Can,$4.49,Unknown,Unknown,Unknown,Unknown,Unknown
(12-pk),$19.99,Unknown,Unknown,Unknown,Unknown,Unknown
Lager Can,$1.99,710 ml,Unknown,Unknown,Unknown,Unknown
Clara,$10.49,12 fl oz,Unknown,Unknown,Unknown,Unknown
Classic,$12.49,Unknown,Unknown,Unknown,Unknown,Unknown
Kiwi Strawberry Hard Tea,$3.49,19.2 fl oz,12 fl oz (355 ml),150,Unknown,Unknown
Guavamente Guava & Mint Hard Kombucha 6-Pack Can,$15.49,1 servings per container,12 fl oz (355 ml),120," Filtered Water, Cane Sugar*, Honey*, Guave Puree*, Lime Juice*, Green Tea*, Peppermint*, Yeast, Jun Culture",Unknown
Strawberry Guava Margarita 19.2oz,$3.49,Unknown,Unknown,Unknown," Sparkling Water, Alcohol (from Fermented Organic Cane Sugar, Organic Agave Nectar, Organic Lime Juice), Organic Strawberry Juice, Organic Guava Puree, Natural Flavors, Sea Salt, Organic Monk Fruit Extract.",Unknown
Nastro Azzuro,$11.99,11.2 fl oz,11.2 fl oz (330 ml),139,Unknown,Unknown
Hard Tea,$3.49,1.6 servings per container,12 fl oz (355 ml),150," Purified Water, Cane Sugar, Peach Puree, Garpe Juice, Lemon Juice, Black Tea*, Guayusa*, Yeast",Unknown
Dry Cider 12fz Sgl,$4.99,Unknown,1 bottle (355 ml),191," Hard Cider from Apples, Carbon Dioxide, Malic Acid, Grape Skin Extract, Sugar, Natural Flavor, Sulfites To Preserve Freshness.",Unknown
Lite 12pk Cans,$13.99,1 servings per container,12 fl oz (355 ml),96," Water, Barley Malt, Corn Syrup (Dextrose), Yeast, Hops and Hop Extract.",Unknown
Pilsner Beer,$1.99,12 fl oz,Unknown,Unknown,Unknown,Unknown
Gluten-free Blonde Ale (4-pk),$13.49,1 servings per container,1 can (473 ml),230,"water, millet, corn, demerara sugar, hops, yeast.",Unknown
Especial 12pk Can,$19.99,Unknown,Unknown,Unknown,Unknown,Unknown
Passion Fruit Makgeolli 4pk Cans,$11.99,12 fl oz,1 can (355 ml),180," Water, Rice, Passion Fruit Concentrate, Cane Sugar, Rice Nuruk, Nuruk (Live Cultures), Carbon Dioxide, Yeast",Unknown
Blue Unfiltered Light Lager 6pk Cans,$11.99,12 fl oz,12 fl oz,140,Unknown,Unknown
Safety Glasses Non-Alcoholic IPA 6pk Cans,$13.99,12 fl oz,12 fl oz,83,Unknown,Unknown
Lagunitas IPNA,$11.99,Unknown,12 fl oz (355 ml),80,Unknown,Unknown
Mojito Variety 6pk,$13.99,12 fl oz cans,Unknown,Unknown," Sparkling Water, Alcohol (from Fermented Organic Cane Sugar and Organic Lime Juice), Organic Watermelon Juice, Natural Flavors, Organic Mint, Organic Monk Fruit Extract.",Unknown
Bud Light,$13.49,12 fl oz cans,12 fl oz,110,"Water, Barley, Rice, Hops",Unknown
Nocturnum Belgian Dark Ale 750ml Bottle,$15.49,Unknown,Unknown,Unknown,Unknown,Unknown
Nastro Azzuro,$1.99,11.2 fl oz,11.2 fl oz (330 ml),139," Water, Barley Malt, Italian Maize, Hops",Unknown
Safety Glasses Non-Alcoholic Pils 6pk Cans,$13.99,12 fl oz,Unknown,Unknown,Unknown,Unknown
Dry White Cider,$4.99,12 fl oz,1 bottle (355 ml),166,"Hard Cider from Apples and Pears, Carbon Dioxide, Malic Acid, Sugar, Sulfites To Preserve Freshness.",Unknown
Belgium,$19.49,11.2 fl oz,Unknown,Unknown,Unknown,Unknown
Stone Delicious IPA 12pk 12oz Can,$18.99,144 fl oz,Unknown,Unknown,Unknown,Unknown
Bock Beer 6 Pack,$10.99,12 fl oz bottles,Unknown,Unknown,Unknown,Unknown
Trail Pass IPA,$11.99,12 fl oz cans,12 fl oz,95,Unknown,Unknown
Pacifico Clara Single,$1.99,12 fl oz bottles,Unknown,Unknown,Unknown,Unknown
Ginger Hard Cider 6pk Can,$12.99,72 oz,12 oz (355 ml),140," Hard Apple Cider, Filtered Water, Bittersweet Apple Concentrate, Ginger Juice, Grapefruit Concentrate, Malic Acid, Natural Flavors, Sulfites (To Preserve Freshness), Carbon Dioxide",Unknown
Guavamente 4pk,$3.49,19.2 fl oz,12 fl oz (355 ml),150," Purified Water, Cane Sugar, Lemon Juice Concentrate, Black Tea*, Yeast",Unknown
Gummies Tropical IIPA,$12.99,12 oz,Unknown,Unknown,Unknown,Unknown
Orange Passion Mimosa 6pk,$13.99,12 fl oz,12 oz (355 ml),130," Kombucha (Water, Sugar†, Black Tea†, Yeast, Bacteria^), Ginger†, Turmeric†, Orange Flavor†, Passionfruit Flavor†, Guava Flavor†, Acerola Juice†, Monk Fruit Juice†, Fruit and Vegetable Juice†.",Unknown
Unfiltered Lager 6pk Cans,$11.99,12 fl oz,Unknown,Unknown,Unknown,Unknown
19.2 oz White Tea & Watermelon,$3.99,Unknown,1 can (568 ml),160," Fresh Brewed Organic Tea (Water, White Tea), Alcohol, Cane Sugar, Carbon Dioxide, Lemon Juice Concentrate, Lime Juice Concentrate, Watermelon Juice Concentrate, Raspberry Juice Concentrate",Unknown
Non-Alcoholic Irish Stout 4pk Cans,$10.99,14.9 fl oz,12 fl oz,60,Unknown,Unknown
Silver Lager 12pk Cans,$19.99,12 servings per container,12 fl oz (355 ml),95," Water, Malted Barley, Hop Extract",Unknown
Lagunitas IPA,$2.99,Single 12 fl. oz. Bottle,Unknown,Unknown,Unknown,Unknown
Belgian White Blue Moon,$22.99,12 fl oz bottles,12 fl oz (355 ml),156," Water, Barley Malt, Wheat, Yeast, Hop Extract, Oats, Orange Peel, Coriander.",Wheat
Variety Pack Hard Charged Tea,$18.99,12 fl oz cans,Unknown,Unknown,Unknown,Unknown
- Ddh Forever Ever Ipa 4pk,$17.99,16 fl oz,Unknown,Unknown,Unknown,Unknown
Czech Pilsner,$1.99,330 ml,11.2 fl oz (330 ml),139,Unknown,Unknown
Hazy Rays IPA 4pk Cans,$14.99,Unknown,Unknown,Unknown,Unknown,Unknown
Free Wave Hazy IPA,$11.99,12 fl oz cans,12 fl oz,70," Water, Malted Barley, Wheat, Hops, Yeast",Wheat
Allagash Crown & Hops Cur-8 4pk 16oz Cans,$16.49,Unknown,Unknown,Unknown,Unknown,Unknown
Non-Alcoholic Cerveza Light Copper 6pk Cans,$11.99,12 fl oz cans,Unknown,Unknown,Unknown,Unknown
Bud 12pk Can - 1,$13.49,Unknown,Unknown,Unknown,Unknown,Unknown
Lagunitas IPNA,$1.99,Single 12 fl. oz. Bottle,12 fl oz (355 ml),80,Unknown,Unknown
Happiest Hour Variety Pack,$11.99,12 fl oz,1 can (355 ml),110," Fresh Brewed Organic Tea (Water, Green Rooibos Jasmine Buds, Rose Petals, Hibiscus Flowers), Alcohol, Blueberry Juice Concentrate, Carbon Dioxide, Pomegranate Juice Concentrate, Lemon Juice Concentrate",Unknown
Toast Lager Can 6pk,$11.99,12 fl oz cans,Unknown,Unknown,Unknown,Unknown
Wit Renaissance Can 16Fz 4Pk,$14.99,Unknown,Unknown,Unknown,Unknown,Unknown
Upside Dawn Non Alcoholic Golden,$11.99,Unknown,12 fl oz,45," Water, Organic Vienna Malt, Malted Barley, Oats, Hops, Wheat, Yeast",Wheat
IPA 16fz 4Pk Cans,$15.99,Unknown,Unknown,Unknown,Unknown,Unknown
Lagunitas Hazy Wonder Ale,$13.49,Unknown,12 fl oz (355 ml),170,Unknown,Unknown
Alexander Flanders Ale 4pk,$17.99,11.2 fl oz,Unknown,Unknown,Unknown,Unknown
Lindeman's Framboise Lambic Belgian Raspberry,$14.49,Unknown,Unknown,Unknown,Unknown,Unknown
Light Beer,$10.49,12 fl oz,Unknown,Unknown,Unknown,Unknown
Lagunitas Maximus Ale,$2.99,Single 12 fl. oz. Bottle,Unknown,Unknown,Unknown,Unknown
Mango Daydream,$15.99,12 fl oz,1 can (355 ml),150,"filtered water, cane sugar*, mango puree*, honey*, pineapple juice*, orange juice*, green tea*, cayenne pepper*, mango flavor*, yeast, jun kombucha culture",Unknown
Tremens 4 pack,$19.49,500 ml can,Unknown,Unknown,Unknown,Unknown
Stone Delicious IPA 6pk 12oz Can,$12.49,Unknown,Unknown,Unknown,Unknown,Unknown
Sixpoint Resin 19.2oz Can,$2.99,Unknown,Unknown,Unknown,Unknown,Unknown
Southern Tier Overpack'd 15pk,$19.99,Unknown,Unknown,Unknown,Unknown,Unknown
Sixpoint Sweet Action 6pk Can,$12.49,12 fl oz,Unknown,Unknown,Unknown,Unknown
Core Double IPA 4pk Cans,$17.99,Unknown,Unknown,Unknown,Unknown,Unknown
Sunset Variety 8-pack,$17.99,12 fl oz,1 can (355 ml),160,"filtered water, cane sugar, black cherry juice, honey, green tea, vanilla bean, cherry flavor, yeast, jun kombucha culture",Unknown
Spiked Hard Seltzer Paradise Variety 12pk Cans,$21.99,Unknown,Unknown,Unknown,"Lemon: Carbonated Water, Alcohol from Fermented Cane Sugar, Lemon Juice, Citric Acid., Ingredients Grapefruit: Carbonated Water, Alcohol from Fermented Cane Sugar, Grapefruit Juice, Orange Juice, Hibiscus (For Color), Citric Acid., Ingredients Passion Orange Guava: Carbonated Water, Alcohol from Fermented Cane Sugar, Passion Fruit Juice, Guava Puree, Orange Juice, Citric Acid., Ingredients Blood Orange Tangerine: Carbonated Water, Alcohol from Fermented Cane Sugar, Blood Orange Juice, Tangerine Juice, Citric Acid.",Unknown
Spiked Hard Seltzer Staycation Variety 12pk Cans,$21.99,Unknown,1 can (355 ml),85,"pineapple: carbonated water, alcohol from fermented cane sugar, pineapple juice, citric acid., ingredients mango: carbonated water, alcohol from fermented cane sugar, mango puree, orange juice, citric acid., ingredients lime: carbonated water, alcohol from fermented cane sugar, lime juice., ingredients strawberry lemonade: carbonated water, alcohol from fermented cane sugar, strawberry puree, lime juice, lemon juice.",Unknown
Grapefruit Radler 4pk Cans,$9.49,16.9 fl oz,Unknown,Unknown,Unknown,Unknown
Premium Lager Bottles 6pk,$10.99,11.2 fl oz,Unknown,Unknown,Unknown,Unknown
Allagash Hop Reach 12pk 12oz Cans,$19.49,Unknown,Unknown,Unknown,Unknown,Unknown
Hopslam Double IPA 6pk Can,$18.99,12 oz cans,Unknown,Unknown,Unknown,Unknown
Hard Tea Variety 12-Pack,$21.99,1 servings per container,12 fl oz (355 ml),150,"peach iced tea ingredients: purified water, cane sugar, peach puree, grape juice, lemon juice, black tea*, guayusa*, yeast kiwi strawberry ingredients: purified water, cane sugar, strawberry puree, kiwi puree, lemon juice, keemun black tea*, yerba mate*, yeast mixed berry ingredients: purified water, cane sugar, blackberry puree, raspberry puree, lemon juice, black tea*, spearmint*, yeast half & half ingredients: purified water, cane sugar, lemon juice, black tea*, yeast",Milk and Dairy
Classic Apple Cider Sgl,$3.99,11.2 fl oz,11.2 f (330 ml),43," Apple Wine, Apple Concentrate, Carbonated Water",Unknown
- Fiore Non-alcoholic Aperitif,$32.99,27.2 fl oz,2 fl oz (60 ml),30," Filtered Water, White Grape Juice Concentrate, Ginger Juice, Lemon Juice, Rose Extract, Rosemary Extract, Natural Elderflower Flavor, Black Currant Juice Concentrate, Chamomile Flavor, Ginseng Root, Lemon Balm Extract, Bitter Orange Rind, Fruit & Vegetables Extract (For Color)",Unknown
Imposter Pilsner Cans 4pk,$13.99,Unknown,Unknown,Unknown,Unknown,Unknown
Founders Dirty Bastard Scotch Ale,$12.99,Unknown,Unknown,Unknown,Unknown,Unknown
Citra Dreams Hazy Ipa 4pk Cans,$11.99,Unknown,Unknown,Unknown,Unknown,Unknown
Non-alcoholic Wheat Ale 11fz 6pk,$10.99,11.2 fl oz,11.2 fl oz,50,Unknown,Unknown
Pilsner 6pk,$15.99,122 fl oz,Unknown,Unknown,Unknown,Unknown
Lagunitas a Little Sumpin' Sumpin' Ale,$2.99,Single 19.2 fl. oz. Can,Unknown,Unknown,Unknown,Unknown
Non-alcoholic Wheat Ale 11fz 6pk,$10.99,11.2 fl oz,11.2 fl oz,50,Unknown,Unknown
60 Minute Ipa Single Can,$2.99,19.2 fl oz,Unknown,Unknown,Unknown,Unknown
Daisy Cutter Pale Ale 6/12C,$12.99,Unknown,Unknown,Unknown,Unknown,Unknown
Cider Donut Cider 4pk Cans,$10.99,12 fl oz,1 can,175," Fresh Pressed Apple Cider, Brown Sugar, Cinnamon Extract, Vanilla Extract, Natural Flavors, Sulfites To Preserve Flavor",Unknown
Helles Lager 4pk Cans,$11.49,16.9 fl oz,Unknown,Unknown,Unknown,Unknown
Coors Light,$12.99,12 fl oz,Unknown,Unknown,Unknown,Unknown
World Gone Hazy IPA,$13.99,Unknown,Unknown,Unknown,Unknown,Unknown
Organic Non-Alcoholic Kernza Lager 6pk Cans,$13.49,12 fl oz,Unknown,Unknown,Unknown,Unknown
Cider Variety 12pk,$19.99,1 servings per container,12 fl oz (355 ml),150," Fermented Apple Juice, Pineapple Juice, Malic Acid, Sulfite (Preservative).",Unknown
Bell's Mix Variety 12pk Can,$21.49,Unknown,Unknown,Unknown,Unknown,Unknown
Pipeworks Ninja Vs. Unicorn - 4pk,$14.99,Unknown,Unknown,Unknown,Unknown,Unknown
Gather House Wheat 4pk Cans,$10.99,16 oz,Unknown,Unknown,Unknown,Unknown
Wave Table Ipa 4pk Cans,$13.49,Unknown,Unknown,Unknown,Unknown,Unknown
Gold Cider 4pk Cans,$11.49,11.2 oz,11.2 oz (330 ml),105,cider,Unknown
Brut Cuvee Cider 4pk,$15.99,12 fl oz,Unknown,Unknown,"Hard Cider from Apples, Carbon Dioxide, Malic Acid, Natural Apple Flavor, Sulfites To Preserve Freshness.",Unknown
Allagash Hop Reach 6pk 12oz Cans,$14.49,Unknown,Unknown,Unknown,Unknown,Unknown
Kolsch Non-Alc,$11.99,12 fl oz cans,12 fluid ounce,55,Unknown,Unknown
Lakehouse Variety Sparkling Hard Tea 6pk Cans,$14.99,Unknown,Unknown,Unknown,Unknown,Unknown
Variety 12pk Cans,$20.99,Unknown,Unknown,Unknown,Unknown,Unknown
Non-Alcoholic Special Effects Variety 12pk Cans,$17.99,Unknown,Unknown,Unknown,Unknown,Unknown
139 Dry Rose Cider 4pk Cans,$15.99,12 fl oz,1 can (355 ml),160,"Hard Cider from Apples, Carbon Dioxide, Malic Acid, Sugar, Sulfites and Organic Food Coloring.",Unknown
West Coast IPA Non-Alc,$11.99,12 fl oz cans,Unknown,Unknown,Unknown,Unknown
Peach Tea Cider 4pk,$10.99,12 fl oz,Unknown,Unknown,Unknown,Unknown
Aple Cider,$14.99,11.2 fl oz bottles,Unknown,Unknown,Unknown,Unknown
Voodoo Ranger Imperial IPA,$2.99,12oz Bottle,Unknown,Unknown,Unknown,Unknown
Hazy IPA Non-Alc,$11.99,12 fl oz cans,Unknown,Unknown,Unknown,Unknown
Blanc Cider 4pk Cans,$11.49,11.2 fl oz,11.2 oz (330 ml),125,cider.,Unknown
Brooklyn Pilsner 6pk Cans,$10.49,12 oz,Unknown,Unknown,Unknown,Unknown
Voodoo Ranger Fruit Force IPA,$12.49,Unknown,Unknown,Unknown,Unknown,Unknown
Rosé Cider 4pk Cans,$11.49,11.2 fl oz,11.2 oz (330 ml),130,"cider., contains sulfites",Unknown
Variety Core 12pk Non-Alcoholic,$21.99,Unknown,Unknown,Unknown,Unknown,Unknown
Lagunitas IPA,$2.99,Single 19.2 fl. oz. Can,Unknown,Unknown,Unknown,Unknown
Lager 16fz 4pk Cans,$13.99,Unknown,Unknown,Unknown,Unknown,Unknown
Dry Red Cider 4pk,$15.99,12 fl oz,Unknown,Unknown,Unknown,Unknown
Lagunitas,$2.99,Unknown,Unknown,Unknown,Unknown,Unknown
Ultra Pure Gold Lager 12pk Cans,$15.99,Unknown,12 fl oz,85,Unknown,Unknown
Lagunitas Maximus Ale,$2.99,Single 19.2 fl. oz. Can,Unknown,Unknown,Unknown,Unknown
ULTRA Light Beer,$15.99,1 servings per container,12 fluid ounce,95,Unknown,Unknown
Little Whaleboat Ipa 16.9fz,$7.99,Unknown,Unknown,Unknown,Unknown,Unknown
Hazy Little Thing,$2.79,19.2 fl oz,Unknown,Unknown,Unknown,Unknown
Lagunitas Island Beats,$13.49,Unknown,Unknown,Unknown,Unknown,Unknown
Ipa Mixed Pack,$22.99,Unknown,Unknown,Unknown,Unknown,Unknown
Lagunitas IPA,$12.49,Unknown,12 fl oz (355 ml),190,Unknown,Unknown
